 X,Y,amenity,name,cuisine,addr:street,addr:housenumber,addr:postcode,phone,website,addr:city,opening_hours,addr:state,takeaway,delivery,outdoor_seating,wheelchair,drink:beer,drink:wine,addr:country,smoking,cocktails,diet:vegetarian,drink:liquor,toilets,reservation,drink:coffee,payment:cash,name:en,email,payment:credit_cards,bar,diet:vegan,fax,happy_hours,internet_access,toilets:unisex,description,toilets:wheelchair,drink:tea,payment:debit_cards,capacity
-74.0136373,40.7065551975452,restaurant,Blarney Stone,irish,Trinity Place,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.710982,43.2934903975452,restaurant,Blarney Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6092743,43.0888646975452,restaurant,Blaze Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0034001,40.7321893975452,restaurant,Bleecker Street Pizza,,South 7th Avenue,69,10014,,,New York,,NY,,yes,,,,,,outside,,,,,,,,,,,,,,,,,,,,,
-73.9533797,40.7453396975452,restaurant,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9570976,40.7483501975452,restaurant,Blend on the Water,"latin_american;fusion",Center Boulevard,4540,11109,,https://www.blendrestaurants.com/,Long Island City,,NY,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0040101,40.7376761975452,restaurant,Blenheim,,,,,+1 212 243 7073,http://www.blenheimhill.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0102263,40.7058706975452,restaurant,Blimpie,deli,Exchange Place,40,10005,,https://www.blimpie.com/stores/11627?latitude=40.6998433&longitude=-74.00724359999998#.VSgONBPF_UA,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3059452,40.7650036975452,restaurant,Blimpie/Haagen-Dazs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9857013,40.7328466975452,restaurant,Blind Pig,american,East 14th Street,233,10003,+1-212-209-1573,http://blindpignyc.com/,New York,"Su-We 11:00-02:00; Th-Sa 11:00-04:00",NY,,,yes,yes,,,,,,,,yes,yes,,yes,,,yes,,,,,wlan,no,,,,,
-73.9889422,40.7311941975452,restaurant,Blockheads,mexican,,,,+1-917-388-3534,https://www.blockheads.com,,"Mo-Th 11:30-22:00; Fr-Sa 11:30-24:00; Su 11:30-22:00",,,,,,bottled,yes,,,yes,,yes,,,,,,,,yes,,,,,,,,,,
-73.9725295,40.7906048975452,restaurant,Blockheads,mexican,,,,,https://www.blockheads.com/,,"Su-Th 11:30-23:00; Fr-Sa 11:30-24:00",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9542893,40.7748781975452,restaurant,Blockheads,,East 81st Street,"1563;247",10028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0022829,40.7454821975452,restaurant,Blossom- Chelsea,,9th Avenue,187,,+1 212 627 1144,https://www.blossomnyc.com/,New York,"Su-Th 12:00-14:45; Fr-Sa 17:00-22:00",,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,
-74.0138424,40.7091920975452,restaurant,BLT Bar & Grill,,Washington Street,123,,,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.993377,40.7385280975452,restaurant,BLT Fish,seafood,West 17th Street,21,10011,+1 212 691-8888,http://bltfish.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7511667,42.6524022975452,restaurant,Blue 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.473749,40.7759261975452,restaurant,Blue Angel Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7763318,40.7439554975452,restaurant,Blue Bay Diner,,Francis Lewis Boulevard,5850,11365,(718) 225-6333,,Flushing,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9617687,40.6618134975452,restaurant,BlueBird Food & Spirits,,Flatbush Avenue,504,11225,+1 718 508-2198,http://www.bluebirdbrooklyn.net/,Brooklyn,Mo-Sa 17:00-22:40,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.4412863,43.1022938975452,restaurant,Blue Cactus Mexican Grille,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9387255,40.6799255975452,restaurant,Blue Cafe Restaurant,"regional;dominican;american",Fulton Street,1563,11216,,,Brooklyn,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9852973,40.7593659975452,restaurant,Blue Fin,seafood,Broadway,1567,10036,,https://www.bluefinnyc.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0016421,40.7405843975452,restaurant,Blue Ginger,japanese,8th Avenue,106,10011,,,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-77.2012573,42.4496791975452,restaurant,Blue Heron Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9995703,40.7320396975452,restaurant,Blue Hill,american,Washington Place,75,10011,+1-212-539-1776,https://www.bluehillfarm.com/dine/new-york,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.9164415,42.7316260975452,restaurant,Blue Mingo Grill,,,,,,,,,,,,,,,,,,,,,,,,,Blue Mingo Grill,,,,,,,,,,,,,
-73.9749667,40.6866543975452,restaurant,Blue Moon,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.6453589,40.6570875975452,restaurant,Blue Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0025063,40.7261431975452,restaurant,Blue Ribbon,"american;japanese",Sullivan Street,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9831167,40.7675881975452,restaurant,Blue Ribbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0030128,40.7254530975452,restaurant,Blue Ribbon Brassiere.,"american;barbecue;fine_dining",,,,212-274-0404,https://www.blueribbonrestaurants.com/restaurants/blue-ribbon-brasserie/,,Mo-Su 16:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9909251,40.7244607975452,restaurant,Blue Ribbon Fried Chicken,"american;chicken",East 1st Street,28,10003,+1 212 228-0404,https://blueribbonfriedchicken.com/,New York,Mo-Su 11:00-02:00,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.0748329,42.9620576975452,restaurant,Blue Ribbon Smoke House & Restaurant,american,Main Street,261,14532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9947443,40.6148181975452,restaurant,Blue Sky Jwy Restaurant,chinese,18th Avenue,7218,11204,+1-718-837-8818,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.015376,40.7146177975452,restaurant,Blue Smoke,american,Vesey Street,255,10282,+1 212-889-2005,https://www.bluesmoke.com/location/battery-park-city/,,"Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 11:00-23:00; Su 11:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.780961,40.6380967975452,restaurant,Blue Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9837108,40.7422400975452,restaurant,Blue Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9299007,42.7842661975452,restaurant,Blue Star Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.99036,42.1207701975452,restaurant,Blue Stone,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-APR-11 21:28:21,,,,
-73.9637777,40.6570000975452,restaurant,Bluestone Cafe,regional,,,,,https://lakesidebrooklyn.com/bluestone/,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4150857,40.6702464975452,restaurant,Blue T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6437397,40.7023264975452,restaurant,Blue Tequila Bar & Grill,,Hempstead Avenue,157,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9906566,40.7367401975452,restaurant,blue water grill,,Union Square West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.4294228,42.9456429975452,restaurant,Bluewater Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5781377,43.1481187975452,restaurant,Blue Wolf Bistro,"american;burger;pasta",Park Avenue,657,14607,,http://bluwolfbistro.com/,Rochester,,NY,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9472248,40.8058627975452,restaurant,BLVD Bistro,Soul,Malcolm X Boulevard,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0651142,40.5903529975452,restaurant,Boardwalk Grill,,,,,,,,,,,,terrace,yes,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7106587,43.4260118975452,restaurant,Boardwalk Restaurant and Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6141189,40.7383129975452,restaurant,Bobby's Burger Palace,burger,,1040A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1302505,40.8632737975452,restaurant,Bobby's Burger Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0110467,40.7061255975452,restaurant,Bobby Van's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.790566,40.6479772975452,restaurant,Bobby Vans Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9756765,40.7546030975452,restaurant,Bobby Van's Steakhouse - Park Ave,steak_house,Park Avenue,230,10169,(212) 867-5490,https://www.bobbyvans.com/park-ave.html,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6954013,42.9748246975452,restaurant,Bob Evans,american,Transit Road,6635,14221,+1-716-634-4480,,,Mo-Su 06:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,
-77.0794434,42.1529436975452,restaurant,Bob Evans,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8217588,43.0070229975452,restaurant,Bob Evans,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.002602,40.7344098975452,restaurant,Bobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.3952265,42.6262121975452,restaurant,Bob & Ruth's Vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6085803,43.0741386975452,restaurant,Bob's Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3550716,43.1499750975452,restaurant,Bob's Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9789806,40.7236542975452,restaurant,Bobwhite Lunch and Supper Counter,american,,,10009,2122282972,https://www.bobwhitecounter.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9239764,40.8668683975452,restaurant,Bocaditos Bistro,"latin_american;Caribbean",Broadway,4863,,+1-347-617-1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8821174,40.7373469975452,restaurant,Boca Juniors Restaurant & Bar,argentinian,Queens Boulevard,81-08,11373,+1-718-429-2077,http://www.bocajuniorsrestaurant.com,Elmhurst,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0029356,40.7446167975452,restaurant,Bocca di Bacco,italian,9th Avenue,169,10011,+1 212 989 8400,http://nycrg.com/bocca-di-bacco-chelsea/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9866537,40.7661050975452,restaurant,Bocca Di Bacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9973674,40.6880867975452,restaurant,Bocca Lupo,italian,Henry Street,391,11201,,,Brooklyn,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-78.7384413,43.0235413975452,restaurant,Bocce Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4219389,43.8488671975452,restaurant,Bodette's Barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9991738,40.7163570975452,restaurant,Bodhi,chinese,Mulberry Street,77,,+1-212-233-2921,http://www.buddhavegetarian.com,New York,"Mo-Fr 10:00-22:00; Sa-Su 09:30-22:30",NY,yes,yes,,,,,,,,only,,,,,,,,,,yes,,,,,,,,,
-73.9740421,40.7893339975452,restaurant,Bodrum,mediterranean,Amsterdam Avenue,584,10024,+1 (212) 799-2806,www.bodrumnyc.com,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-74.0024062,40.7215711975452,restaurant,Boffi,,,,,,,,,,,,,,,,,,,,,,,,,Boffi,,,,,,,,,,,,,
-73.9790909,40.6781856975452,restaurant,Bogota,latin_american,,,,+1 718 230 3805,https://www.bogotabistro.com,,"Mo-Th 11:00-23:00; Fr 11:00-01:00; Sa 10:00-01:00; Su 10:00-23:00",,yes,"Mo-Th 11:00-22:30;Fr-Sa 11:00-00:30;Su 11:00-22:30",,,yes,yes,,,yes,,yes,,,yes,,,,,,,,"Mo-Th 11:00-23:00; Fr 11:00-19:00;",,,,,,,
-73.9923325,40.7264352975452,restaurant,Bohemian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9565904,40.7690580975452,restaurant,Bohemian Spirit Restaurant,czech,East 73rd Street,321,10021,+1 212-861-1038,http://www.bohemianspiritrestaurant.com,,"Mo, Su 17:00-22:00; Tu-Sa 17:00-23:00",,,,,,yes,,,,,,,,yes,,,,bsrnewyork@gmail.com,,,,,,,,,,,,
-73.93099,40.7570240975452,restaurant,Boishaki Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.011087,40.7034829975452,restaurant,Bombay Cuisine,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.988146,40.7641853975452,restaurant,Bombay Grill House,indian,9th Avenue,764,,+1-212-977-1010,http://bombaygrillhouse.com/,,"Mo-Th 11:30-22:30; Fr 11:30-23:30; Sa 12:00-23:30; Su 12:00-22:30",,yes,yes,,limited,yes,yes,,,,yes,,yes,yes,,,,,,,,,,no,yes,,yes,yes,,
-73.9745541,40.6760630975452,restaurant,Bombay Kebab,indian,,,,+1 347 889 7686,https://bombaykabab.com,,"Mo-Fr 11:15-22:30; Sa-Su 11:30-22:45",,yes,yes,,,byob,byob,,,,,,,,,,,,,,,+1 347 889 7647,,wlan,,,,,,
-73.9096427,40.6939802975452,restaurant,Bombay Kitchen,indian,Knickerbocker Avenue,733,,+1-347-915-1888,,,"Mo-Sa 12:00-02:00; Su 12:00-22:00",,yes,"Su-Th 12:00-22:30; Fr,Sa 12:00-23:00",,,,,,,,,,,,,,,,yes,,,,,,,,,,,
-73.9949991,40.7546155975452,restaurant,Bombay Tandoori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9409542,42.8124583975452,restaurant,Bomber's Burrito Bar,mexican,State Street,447,12305,,,Schenectady,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.8650505,40.6915523975452,restaurant,Bonao Chimi,,Jamaica Avenue,76-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.654421,40.6356908975452,restaurant,Bonbino's on Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9851225,40.7474905975452,restaurant,Bon Chon Chicken,chicken,5th Avenue,525,10016,,,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.984777,40.7575028975452,restaurant,Bond45,,,,,,http://www.bond45.com/newyork/home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.9939104,43.0533551975452,restaurant,"Bone Appetit: Smokehouse, BBQ and Bakery",barbecue,Geneva Street,180,14489,+1 315 946 4600,http://www.boneappetitbbq.com/,Lyons,Th-Fr 16:00-21:00,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,
-76.019067,43.0340074975452,restaurant,Bonefish Grill,seafood,Towne Drive,600,13066,315 637 0491,https://www.bonefishgrill.com/locations/ny/fayetteville,Fayetteville,"Mo-Th 11:00-22:30; Fr-Sa 11:00-23:30; Su 10:00-22:00",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.1315004,40.8643490975452,restaurant,Bonefish Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8145014,42.7129446975452,restaurant,Bone Fish Grill,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9521181,40.7845228975452,restaurant,Bonjour Crêpes & Wine,crepes,Lexington Avenue,1442,,+1 212-534-4300,,,"Mo-Fr 07:00-23:00; Sa, Su 08:00-23:00",,,yes,,,yes,yes,,,,,,yes,,yes,yes,,,,,,,18:00-21:00,wlan,,,,yes,,
-75.7702137,42.3297830975452,restaurant,Bonnie's,,Genesee Street,38,13778,,,Greene,,New York,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9822196,40.6743172975452,restaurant,Bonnie's Grill,american,,,,+1 718 369 9527,,,"Mo-Th 17:00-22:00; Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-22:00",,yes,yes,,no,draught,yes,,,,,no,yes,,yes,,,,,,,,,,yes,,,,,
-74.0010084,40.7189905975452,restaurant,Bonsai Kakigöri,,Canal Street,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8121526,40.7647322975452,restaurant,Book Chang Dong Soon Tofu,korean,Northern Boulevard,152-22,11354,+1 718 961-2001,,Flushing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6911679,42.7315008975452,restaurant,Bootlegger's on Broadway,american,Broadway,200,12180,518-874-4475,http://www.bootleggerstroy.com/,Troy,"Monday - Friday 11 am - 12 am;Saturday - Sunday 11 am - 2 am",NY,yes,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,
-73.9560219,40.7714872975452,restaurant,Boqueria,spanish,,,10075,,http://www.biquerianyc.com,,,,,,,,,,,,,,,,,,,Boqueria,ues@boqueria.com,,,,,,,,,,,,
-73.9937183,40.7402954975452,restaurant,Boqueria Spanish Tapas,tapas,,,,2122554160,http://boquerianyc.com,,Mo-Su 11:00-22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9980487,40.6782209975452,restaurant,Boran,thai,Court Street,462,11231,+1-718-490-0207,http://boranrestaurant.com,,Mo-Su 11:00-23:00,,,,,,,,,,,yes,,,,,,,,,,,+1-718-490-0479,,,,,,,,
-73.9735514,40.6790293975452,restaurant,Born,thai,,,,+1 347 663 3674,http://www.bornnyc.com,,"Mo-Th 15:00-22:00; Fr-Sa 13:30-23:00; Su 13:30-21:45",,,,,,yes,yes,,,yes,,yes,,,,,,,,yes,,,,,,,,,,
-73.902327,40.7048677975452,restaurant,Bosna Express,"burgers;mediterranean",Fairview Avenue,791,11385,+1-718-497-7577,,Ridgewood,"Mo, We-Su 11:00-21:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.861139,40.8337741975452,restaurant,Boston Market,american,Hugh J. Grant Circle,29,,(347) 719-4924,https://www.bostonmarket.com/location/parkchester-3305/,,"Mo-Sa 10:30-22:00; Su 10:30-9:00",,,,,,,,,,,,,,,,,,,,,,,,,,Counter-serve chain dishing up American comfort fare such as rotisserie chicken in a simple setting.,,,,
-73.9146893,40.7430144975452,restaurant,Boston Market,,Queens Boulevard,50-01,11377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0870019,40.8318846975452,restaurant,Boston Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9097953,40.7519709975452,restaurant,Boston Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9158738,40.8155576975452,restaurant,Boston Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4122565,41.4573330975452,restaurant,Botas Caborcas,pizza,North Street,364,,(845) 467-4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8754478,44.3587187975452,restaurant,Boule's Bistro,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.992128,40.7411298975452,restaurant,Bouley at Home,fine_dining,West 21st Street,31,10010,+1-212-255-5828,https://davidbouley.com,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8396556,42.6844789975452,restaurant,Bountiful Bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9917764,40.7246046975452,restaurant,Bowery Meat Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4553567,44.0528351975452,restaurant,Boyea's Lakeside,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9572138,40.7130596975452,restaurant,Bozu,"japanese;sushi",,,,7183847770,http://bozuBrooklyn.com,,Mo-Su 17:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8589135,42.9302296975452,restaurant,Brae Loch Inn,,Albany Street,5,13035,,http://www.braelochinn.com/,Cazenovia,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6048541,43.1558063975452,restaurant,Branca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9296053,42.7996841975452,restaurant,Brandywine Diner,diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.927392,41.7033715975452,restaurant,Brasserie 292,,Main Street,292,12601,,https://www.brasserie292.com/,Poughkeepsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9781127,40.7591895975452,restaurant,Brasserie Ruhlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9827409,40.6875403975452,restaurant,Brasserie Seoul,"french;korean;american;brunch",,,,+1-718-330-1099,https://www.brasserieseoul.com,,"Mo-Fr 06:30-15:00,17:30-23:00; Sa-Su 07:00-15:00,17:30-23:00",,,,,,draught,yes,,,yes,,yes,,,yes,,,,,yes,,,Mp-Su 16:00-19:00,,,,,yes,,
-73.5996167,40.8753262975452,restaurant,Brass Rail,,Forest Avenue,107,11560,(516) 723-9103,thebrassraillocustvalley.com,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0135136,40.7066673975452,restaurant,Bravo Kosher Burger,"burger;soup;chicken",Trinity Place,17,10006,,,New York,Mo-Th 10:00-19:00,NY,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
-74.0135337,40.7066395975452,restaurant,Bravo Kosher Pizza,"pizza;sushi",Trinity Place,17,10006,+1-212-344-1111,,New York,,NY,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,
-73.9889762,40.7342212975452,restaurant,Bravo Pizza,pizza,East 14th Street,115,10003,+1 212 253 2220,https://www.bravopizzanyc.com/,New York,"Mo-We 10:00-01:00; Th-Sa 10:00-03:00; Su 10:00-23:00",NY,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8239579,40.7305590975452,restaurant,Bravo Pizzeria & Restaurant,pizza,Main Street,69-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9871063,40.7025576975452,restaurant,Bread & Spread,"sandwich;coffee",Front Street,147,11201,+1-718-625-2220,https://www.breadnspread.com/,Brooklyn,Mo-Fr 07:30-17:30,NY,yes,,,,,,,,,,,,,,,,info@breadnspread.com,,,,,,,,,,,,
-78.7576823,42.9602402975452,restaurant,Break'n Eggs Creperie,breakfast,Main Street,5235,14221,7166343447,,,Tu-Su 07:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9502153,40.6744277975452,restaurant,Breukelen Brasserie,french,Nostrand Avenue,710,11216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.884246,42.7532359975452,restaurant,Brian's USA Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6747672,43.0838476975452,restaurant,Brick City Café,,,,,,https://finweb.rit.edu/diningservices/brickcity/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9888514,40.7273177975452,restaurant,Brick Lane Curry House,indian,2nd Avenue,99,10003,+1 212-979-8787,http://www.bricklanecurryhouse.com/downtown/,,Mo-Su 12:00-23:00,,yes,yes,,,served,served,,,yes,,,,yes,,,,info@bricklanecurryhouse.com,,,,,,,,,,,,
-73.9108612,40.6923918975452,restaurant,Bricklyn Pizza,pizza,Hancock Street,1240,,+1-718-758-5858,https://www.bricklynmenu.com/,,Tu-Su 13:00-20:30,,yes,yes,,,,,,,,yes,,yes,,,yes,,,,,,,,,,,,,yes,
-73.6654144,40.6659254975452,restaurant,Brick's Cafe,,Lakeview Ave,157,11563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9882214,40.7638883975452,restaurant,Bricola,italian,West 51st Street,370,,+16466785763,,,Mo-Su 12:00-23:30,,,,,,,,,no,,,,,,,yes,Bricola,,yes,,,,,,,,,,,30
-73.9796265,40.6778967975452,restaurant,Bricolage,vietnamese,,,,+1 718 230 1835,http://bricolage.nyc,,"Mo-Th 11:00-15:00, 17:00-22:00; Fr-Sa 11:00-15:00, 17:00-23:00; Su 11:00-15:00, 17:00-22:00",,,,,,draught,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,
-75.9751486,43.1556854975452,restaurant,Bridgeport Diner,american,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.8679099,41.0823476975452,restaurant,Bridge View Tavern,,Beekman Avenue,226,10591,+1-914-332-0078,,,Mo-Su 11:30-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9827674,40.7282144975452,restaurant,Brindle Room,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1150264,40.5731195975452,restaurant,Brioso Ristorante,,New Dorp Lane,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1806029,42.5994395975452,restaurant,BRIX Pubaria,pub_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9258145,40.7617384975452,restaurant,Broadway China Station,,31st Street,32-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8795039,40.7409125975452,restaurant,Broadway Chinese Seafood,"Chinese;Seafood",Broadway,83-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9317642,40.7654406975452,restaurant,Broadway Deli & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9084797,42.0584986975452,restaurant,Broadway Pizza,pizza,Broadway,49,12583,,,Tivoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9918128,40.6845256975452,restaurant,Broccolino,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9933389,40.7280768975452,restaurant,Broken coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8222613,42.9113052975452,restaurant,Brooke's Pizza,italian,Longkill Road,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.8897086,40.8647004975452,restaurant,Brookhaven Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
