name,longitude,latitude,price,streetAddress,postcode,house_type
"AMAZING 2bd renovated unit, walking distance to train SUMMIT NJ!",-74.3642,40.7149,"$2,175 ",2A Risk Ave,7999,Apartment
Gorgeous 3 bed in the heart of Bushwick!,-73.927053,40.701693,"$2,429 ",99 Wilson Ave,11247,Apartment
"Beautifully LARGE 1Bed 1Bath in PRIME Crown Heights - 2,5 Trains!",-73.949704,40.668984,"$1,795 ",union st,11225,Apartment
HUGE Convertible 3 Bedroom Close to Eastern Parkway in Crown Heights!!,-73.957709,40.673435,"$2,699 ",619 Sterling Place,11238,Apartment
Little Italy studio,-74.0025,40.7185,"$1,975 ",Hester St,10278,Apartment
"AMAZING 2bd renovated unit, walking distance to train SUMMIT NJ!",-74.3642,40.7149,"$2,175 ",2A Risk Ave,7999,Apartment
LOVELY LOFT-LIKE PREWAR SPACE * GOOD LOCATION,-73.950992,40.717355,"$2,050 ",Frost,11211,Apartment
NO FEE - Bright Newly Renovated 3BD - Take a 3D TOUR,-73.905952,40.676635,"$2,450 ",83 Sackman St #2,11207,Apartment
"PARK SLOPE.2 SEP BRS.NO FEE.ROOF DECK,RECENT RENO.PREWAR SYMMETRY,SPAC",-73.987557,40.664649,"$2,245 ",15th St.,11215,Apartment
You and your pets will enjoy life at Apex Hudson Riverfront! Pet frien,-73.902845,40.936044,"$1,979 ",20 Water Grant St,10702,Apartment
"Large 838 sqft 1 bed, 1 bath! Convenient washer and dryer included!",-73.813752,41.051977,"$2,565 ",290 E Main St.,10523,Apartment
NoFee+XL _Flex 3_24_Lux_ Drmn_Gym/Pool/_HiFloor_Lounge,-73.973785,40.73761,"$3,100.00 ",40 Waterside Plaza,10010,Apartment
No Fee+3Mnts Free_XL_Flex 2***Real Wall***24H_Lux_ Drmn_ Bldg**Gym/Poo,-73.94841,40.784504,"$2,000.00 ",,10128,Apartment
Large 1 Bdrm plus Den/Office with Outdoor Space,-73.986614,40.71592,"$2,700 ",410 Grand St,10002,Apartment
Renovated 1 Bedroom,-73.8916,40.7611,"$1,700 ",79 Street,11370,Apartment
BEAUTIFUL BIG SPACE FILLED WITH NATURAL LIGHT 4 EXPOSURES,-73.955112,40.727779,"$2,800 ",Oak,11222,Apartment
No Fee+3Mnts Free_XL_Flex_ 3***Real Wall***24H_Lux_ Drmn_ Bldg**Gym/Po,-73.94841,40.784504,"$2,800.00 ",,10128,Apartment
HUGE 2 bed in the heart of Greenpoint!,-73.941832,40.718349,"$2,900 ",230 frost st,11211,Apartment
1br - Spacious 1BR apartment mins away from Central Park,-73.942831,40.789908,"$1,750 ",305 East 105th st,10029,Apartment
HUGE Garden Apt near Gates J,-73.927113,40.688167,"$2,250 ",Monroe St,11221,Apartment
"PARK SLOPE.3 SEP BRS.NO FEE.ROOF DECK,VIRTUAL TOUR AVAILABLE.RECENT RE",-73.987793,40.664828,"$2,745 ",15th St.,11215,Apartment
NOFEE mega 1br  doorman ELEVATOR LAUNRY,-73.9781,40.7443,"$1,799 ",EAST 29 STREET,10016,Apartment
--TWO and HALF MONTHS  FREE--NET RENT AMORTIZED--LUXURY LIVING--,-74.006,40.7143,"$1,769.00 ",,10156,Apartment
3 bedroom 2 bathroom apartment with balcony on top floor QUIET NGHBRHD,-73.831667,40.707038,"$2,700 ",Abingdon Rd,11415,Apartment
*NEW LISTING* HUGE Studio with PRIVATE Backyard in Midtown East!,-73.969848,40.757076,"$2,012 ",East 52nd Street,10150,Apartment
"NEW LaRGE ONE BED w/OFFiCE..S,C,2,3,4,5,B,Q TRAIN.. ELEVATR.. BALCONY",-73.958459,40.675403,"$2,150 ",Prospect pl,11238,Apartment
Morton & Bleecker St* Impressive Large Renovated* Queen Bed* Closet Sp,-74.003555,40.731174,"$2,925.00 ",,10014,Apartment
BRaND NeW CONSTRUCTION LUXURY BUILDING..PROSPECT PARK..MiDSIZE TWO BeD,-73.948717,40.66264,"$2,250 ",Lefferts Ave,11225,Apartment
2BD/1BT*Hardwood Floor*NO FEE*Laundry*Dishwasher*SSAPP*Parking,-73.820661,40.958837,"$2,600 ",columbus ave,10707,Apartment
NEW LUXURY BUILDING..PROSPECT PARK.. LARGE STUDIO.. ELeVATOR,-73.948717,40.66264,"$1,600 ",Lefferts Ave,11225,Apartment
NEW LOFTY SUNNY ONE BED .. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,-73.960519,40.691492,"$1,750 ",Classon Ave,11205,Apartment
what more could you ask for?,-74.0083,40.7056,"$3,200 ",,10005,Apartment
what more could you ask for?,-74.0083,40.7056,"$2,350 ",,10005,Apartment
"1Fl Spacious Apt w/i ""almost All Utilities"" incld. + Subway (E/F/M/R)",-73.884648,40.737287,"$2,200 ",Gorsline St,11373,Apartment
"No Fee-Huge 1Br in Morningside, Elevator,Laundry, Gym, Bike Storage",-73.955,40.8116,"$1,925 ",,10027,Apartment
"Need roommate in 2 bedroom - Flatbush Brooklyn $1,200/month 10/1 move-in",-73.959,40.645,"$1,200 ",323 E. 19th,11226,Apartment
Lux Building/Private rooftop/2 Bdrm/Prime Bushwick/Balcony/Elevator,-73.918,40.7006,"$2,275 ",,11237,Apartment
Renovated 2 Bedroom Prime Location,-73.962318,40.625079,"$2,200 ",East 14th St,11230,Apartment
"No Fee-Gut Renovated true 2BR in Hell’s Kitchen, Laundry in Building",-73.9918,40.7597,"$2,083 ",,10036,Apartment
NO FEE***LUX*** 3BD***TRIBECA***TOWN HOUSE***GYM***POOL***CLOSE TO TRA,-74.01171,40.713656,"$4,350 ",Greenwich St,10008,Apartment
TRIBECA*** LUX***4BD***2BA***24/DM***GYM***POOL***LAUNDRY IN UNIT***ST,-74.01171,40.713656,"$5,395 ",Greenwich St,10008,Apartment
"Rye 2 Bedroom- near town, Porch and Parking Included- $2200",-73.6907,40.9734,"$2,200 ",,10580,Apartment
Chelsea Studio in PRIME location Oct 1st - Price Reduced,-73.9996,40.7402,"$1,900 ",,10113,Apartment
1 bedroom 1 bath fully renovated Gravesend west 11 st $1500,-73.9743,40.5979,"$1,500 ",West 11 st,11223,Apartment
Prime Bushwick/Large 1 Bdrm/Priv Balcony/Furnished Rooftop/Lux,-73.918,40.7006,"$1,995 ",,11237,Apartment
Prime Greenpoint New Construction Large Corner 1 Bed 1 Bath,-73.9498,40.7272,"$2,700 ",58 Greenpoint Avenue,11222,Apartment
Prewar Two Bed On Bedford Avenue Giant Rooms + Windows on Three Sides,-73.962923,40.711904,"$2,300 ",370 Bedford Avenue,11251,Apartment
studio***renovated***VIEW TODAY**SIGN TODAY,-73.9099,40.8316,"$1,400 ",,10456,Apartment
"East Williamsburg 4 bed 1Bath Loft, 3 Bedrooms with Wall of Windows",-73.94285,40.705182,"$3,000 ",248 Mckibbin Street,11206,Apartment
1 bedroom for rent ***1550***,-73.8602,40.8434,"$1,550 ",,10462,Apartment
"NO FEE-Gut Renovated 1BR/1BA , ELevator/ Laundry in a building.",-73.9507,40.8246,"$1,925 ",,10031,Apartment
⚡️Incredible Renovated 3 bed 2 Bath apt In Bed Stuy,-73.914319,40.68214,"$2,400 ",Chauncey st,11233,Apartment
"Beautiful 1 bedroom, 1 bath Upper West Side",-73.976655,40.78678,"$2,600 ",215 West 84th St,10024,Apartment
💯Immaculate 3 bed 2 bath apt in renovated Brownstone! ⚡️,-73.947313,40.674162,"$3,200 ",Prospect Pl,11216,Apartment
No Fee! Bushwick 1.5 Bed w Laundry in Bldg! By Maria Hernandez Park!,-73.924663,40.703774,"$1,975 ",Starr St.,11247,Apartment
"Gorgeous 3 bedroom apt with roof access, gym & laundry in building 💯",-73.943601,40.681775,"$3,100 ",Macon,11216,Apartment
NO FEE! High End 2BR Apt Available - with Dishwasher/Rooftop,-73.909648,40.697362,"$2,750 ",1534 Putnam,11237,Apartment
GET A MONTH FREE SPECIAL IF YOU MOVE ASAP,-73.4358,41.1222,"$1,995 ",32 Prospect Street,6850,Apartment
NO FEE+2 MONTH FREE! Gut Renovated!!W/Laundry&Elevator!! Exposed Brick,-73.9507,40.8246,"$2,000 ",,10031,Apartment
2 Br. Apt. Large room,-73.9028,40.6407,"$1,900 ",Ave B,11236,Apartment
Luxury Beautiful 2.5 bedroom/2bath on fulton,-73.972848,40.685675,"$3,125 ",Fulton street,11217,Apartment
"*NO FEE* 1BR/1BA ELEVATOR, SUN DRENCHED LRG 1 BDRM",-73.992822,40.716478,"$1,895 ",Eldridge street,10002,Apartment
**SEXY 2 BED 2 BATH ON THE PARK** LAUNDRY IN BUILDING**,-73.963544,40.652318,"$2,350 ",Crooke,11226,Apartment
6 Weeks Free on a 2 Bedroom,-73.7652,41.033,"$2,630 ",,10601,Apartment
"NO FEE! LES! bright, entire apt., Oct.1 for one year or longer",-73.98923,40.721677,"$2,200 ",Allen street,10002,Apartment
NO FEE - MUST SEE! High End 3 BR Apt-Terrace/Rooftop/Microwave!,-73.957904,40.708427,"$3,200 ",Broadway,11211,Apartment
Amazing 1 bedroom in the heart of sunnyside on 39th place and 47ave.,-73.9263,40.7425,"$1,775 ",45-25 39pl,11104,Apartment
NO FEE - MUST SEE! High End 3 BR Apt - Backyard/Rooftop,-73.905217,40.702798,"$2,975 ",778 Onderdonk Ave,11237,Apartment
NO SECURITY DEPOSIT! Gravesend 1 Bedroom Rental! 718-266-3700,-73.970454,40.584708,"$1,799 ",2661 West 2nd Street,11223,Apartment
1bd apartment no broker fee!!,-73.9228,40.7451,"$2,150 ",,11104,Apartment
CLINTON HILL - LUXURY 2BED / 2BATH ~ NO FEE,-73.959714,40.687416,"$3,250 ",GREENE AVE,11205,Apartment
NO FEE & NO SECURITY DEPOSIT! Ditmas Park 1 Bedroom Apartment!,-73.966613,40.639171,"$1,999 ",405 Westminster Road,11226,Apartment
"$1,700 / 600ft - X LARGE SUNNY QUIET STUDIO WITH OUTDOOR DECK",-73.9507,40.8246,"$1,700 ",,10031,Apartment
Greenpoint Steal! Newer Building on Quiet Street | Amenity Filled,-73.942936,40.721859,"$2,500 ",n. henry,11222,Apartment
NO SECURITY DEPOSIT! Top Floor Large 1 Bedroom! 718-266-3700,-73.9758,40.6424,"$2,075 ",400 Argyle Road,11218,Apartment
NO FEE - MUST SEE! High End 4 BR Apartment Available NOW!,-73.908594,40.69486,"$2,600 ",1359 Hancock St,11237,Apartment
2 BEDROOM APT SPACIOUS LIVING ROOM,-73.5445,41.0602,"$2,300 ",39 Glenbrook Road,6902,Apartment
LUXURY DOORMAN BUILDING ~ 1 MONTH FREE ~ NO FEE,-73.959703,40.687423,"$4,000 ",GREENE AVE,11205,Apartment
BUSHWICK - TOP FLOOR 2BED / 2BATH ~ NO FEE,-73.914084,40.700032,"$2,500 ",GROVE ST,11237,Apartment
NO FEE - MUST SEE! High End 2 BR Apt - Rooftop/Laundry,-73.928807,40.681656,"$1,975 ",303 Malcolm X Blvd,11233,Apartment
!!NO FEE!! HUGE 2Bedroom in PRIME UWS,-73.973596,40.784538,"$2,329 ",100 west 83rd #2A,10023,Apartment
"It's a wonderful life at Residences on Bedford! 2 Bed, 1 Bath, 922 SqF",-73.5435,41.0888,"$2,003 ",1425 Bedford Street Welcome Center,6905,Apartment
"***BEAUTIFUL 1 BEDROOM W/ELEVATOR, LAUNDRY, HIGH CEILINGS AND MUCH MOR",-73.91702,40.869843,"$1,950.00 ",,10034,Apartment
Large size one bedroom,-73.8961,40.7036,"$1,650 ",69th st,11385,Apartment
No Fee _ Gorgeous 3BR + Laundry in Building! South Park Slope Prospect,-74.0018,40.6521,"$2,800 ",23 St btwn 4 & 5Ave,11232,Apartment
"BEAUTIFUL RENOVATED TRUE 4BR APT! DISHWASHER! MICROWAVE! TRAINS 1,A,C!",-73.933804,40.850063,"$2,400 ",west 182 st,10040,Apartment
2bedroom in bushwick on wilson ave.,-73.910298,40.69193,"$2,100 ",wilson avenue,11237,Apartment
Beautiful 1 bedroom apartment,-74.117955,40.640397,"$1,400 ",45-11 Broadway,10310,Apartment
Beautiful 2bedroom in bushwick on starr ave,-73.926838,40.701334,"$2,600 ",starr street,11247,Apartment
Beautiful 2bedroom in bushwick on melrose,-73.9546,40.6628,"$2,100 ",melrose street,11225,Apartment
2 BEDROOM RAILROAD APT GOWANUS,-74.002884,40.676916,"$1,700 ",Henry Street,11231,Apartment
What a view! Stunning waterside 1 bedroom / 1 bathroom. 595 SqFt!,-73.902845,40.936044,"$1,829 ",20 Water Grant St,10702,Apartment
NO FEE - MUST SEE! High End 3 BR Apartment w Patio Available! DUPLEX,-73.91024,40.67749,"$3,300 ",1305 Herkimer St,11233,Apartment
Spacious 1 bedroom apartment w/ washer/dryer & roof!!,-73.9436,40.7012,"$1,895 ",,11206,Apartment
2BR 1 BA Apartment on 181st and Broadway,-73.935754,40.850168,"$2,100 ",Broadway,10040,Apartment
Spacious 3 Bedroom 2 bath Apartment - Near D train,-74.005773,40.607453,"$2,500 ",17 Ave,11214,Apartment
NO FEE - MUST SEE! High End 2 BR Apt - Rooftop/Laundry,-73.946797,40.697903,"$2,250 ",Park ave,11206,Apartment
"1BR near BAYSIDE LIRR,NEWkit,DR/LRw/FIREPLACE,WOODfl,WASHR/DRYR,GARAGE",-73.7745,40.7627,"$1,900 ",,11361,Apartment
BEAUTIFUL 3 BEDROOM AND 1.5 BATHS NO BROKERS FEE,-73.9149,40.7627,"$2,750 ",,11103,Apartment
"$2,ooo 2Br's(2-Units)Building w/Rooftop - Pet Friendly",-73.924376,40.743333,$2 ,,11104,Apartment
🏡 W/D IN UNIT🏡RENOVATED 2 BED🏡PRIVATE ROOFTOP🏡NO FEE🏡LOCATION🏡,-73.916831,40.681101,"$2,400 ",Marion,11233,Apartment
🏡NO FEE🏡PRIVATE BALCONY🏡STUNNING STUDIO🏡CALL TODAY🏡NO FEE🏡,-73.953856,40.700165,"$1,800 ",Lee,11206,Apartment
🏡 LAUNDRY IN BUILDING🏡COZY STUDIO🏡NO FEE🏡PET OK🏡LOCATION!!🏡,-73.9274,40.6907,"$1,695 ",Van Buren,11221,Apartment
NO FEE Studio in East Village (w/ VIRTUAL TOUR),-73.984009,40.729381,"$1,650 ",11th St,10003,Apartment
NO FEE - MUST SEE! High End 2 BR Apartment Available NOW!,-73.913417,40.699492,"$2,300 ",347 Linden St,11237,Apartment
Reduced Security Deposit,-73.9967,40.7484,"$2,900 ",,10116,Apartment
"Renovated, Spacious, Laundry in Unit, and Sun Drenched",-73.9967,40.7484,"$2,800 ",,10116,Apartment
New Updates Throughout Unit | Laundry + Outdoor Space!,-73.933461,40.689945,"$2,083 ",Stuyvesant,11221,Apartment
BEAUTIFULLY REMODELED SECOND FLOOR APARTMENT FOR RENT,-73.903356,40.71163,"$2,600 ",62-82 60th Place,11378,Apartment
All New Renovations - 2 Bedrooms Apt - No Brokers Fee -Please Read Ad,-73.882188,40.668449,"$1,945 ",Elton St,11207,Apartment
NO FEE--Brand New Upscale 3 bedroom 2 bath $2800- tree lined street,-73.781,40.9002,"$2,900 ",,10805,Apartment
NO FEE - MUST SEE! High End 3 BR Apt - Balcony/Rooftop,-73.957904,40.708427,"$3,200 ",Broadway,11211,Apartment
Large 1 Bedroom Pelham Parkway,-73.8712,40.8737,"$1,600 ",,10467,Apartment
BRIARWOOD- LUXURY RENOVATED 2BR/2BTH/BALCONY APARTMENT $2525,-73.8111,40.7029,"$2,525 ",Van Wyck Expressway,11435,Apartment
"FOREST HILLS, PARK BRIAR, RENOVATED 1BR/1BTH $2199",-73.8473,40.7229,"$2,199 ",Queens Boulevard,11375,Apartment
2 bedrooms available in Prospect Heights,-73.9798,40.6816,"$1,500 ",,11217,Apartment
JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS $1595,-73.7944,40.7119,"$1,599 ",Wexford,11432,Apartment
NO FEE! JAMAICA HILLS RENO ALCOVE STUDIO LUXURY BLDINGS,-73.7944,40.7119,"$1,599 ",Highland,11432,Apartment
3 BR 1 BATH IN HEART OF BAY RIDGE!,-74.0303,40.6251,"$2,000 ",,11209,Apartment
1br apt in brand new building. No fee,-73.954178,40.65241,"$2,245 ",123 linden blvd,11226,Apartment
"Larchmont 2 bedroom, Spacious & Updated, Pet friendly, Near town $2125",-73.7571,40.9351,"$2,125 ",,10538,Apartment
"2BR APT  IN BENSONHURST,ON FIRST FLOOR",-74.020042,40.629822,"$2,200 ",76ST,11209,Apartment
Studio for Rent $1900 December 1,-73.979112,40.692766,"$1,900 ",,11256,Apartment
TOP FLOOR=RENOVATED=MASSIVE CLOSET SPACE=HIGH END CONDO FINISHES,-74.0025,40.7185,"$2,900 ",,10278,Apartment
NEW CONSTRUCTION-LUXURY 1BR APT -SPACIOUS-D.WASHER -SHARED BACKYARD -,-73.927034,40.684584,"$2,187 ",Halsey St,11221,Apartment
"True 2BR on E 95th St - Amazing price, great location, NO FEE!!",-73.946604,40.783125,"$2,000 ",315 E 95th St,10128,Apartment
Beautiful true 1BR apt ~ Tons of storage ~ No Fee ~ Close to train,-73.949125,40.779202,"$1,775 ",316  E89th St,10128,Apartment
East 11th St & University Place* Massive Sunny Renovated* Queen Size B,-73.993675,40.733315,"$2,900.00 ",,10276,Apartment
No fee ___ Spectacular 2BR for rent __ Landmark brownstone __,-73.947631,40.681315,"$2,650 ",Macon St,11216,Apartment
GREAT LOCATION! GREAT LAYOUT! GREAT RATE! 2BED APT AVAILABLE!,-73.4358,41.1222,"$1,995 ",32  Prospect Street,6850,Apartment
"Renovate 2 bed apt, 1st FL, 2 min walk to train,15min to Manhattan",-73.903218,40.695117,"$1,850 ",Norman St,11237,Apartment
Modern Unit in Prime Williamsburg | W/D in Unit + Natural Light,-73.957171,40.712817,"$2,623 ",Grand,11211,Apartment
🛑CLINTON HILL🛑SUNNY LARGE 2BR/2BATHB/BACKYARD/LAUNDRY @G TRAIN,-73.957837,40.688367,"$2,590 ",Clifton Pl.,11205,Apartment
"***GREAT DEAL ON THIS 1 BEDROOM W/ELEVATOR, LAUNDRY AND SO MUCH MORE!*",-73.9175,40.86967,"$1,900.00 ",,10034,Apartment
Charming Studio in Park Slope,-73.977455,40.680853,"$1,875 ",St Marks Pl,11217,Apartment
Bayridge 3 bedrooms 2 baths with parking and backyard,-73.950282,40.783891,"$3,000 ",3 Ave,10128,Apartment
**** 3rd Floor Studio Great Location***,-74.006,40.7143,"$1,428 ",,10156,Apartment
WS=ALL AMENITIES INCLUDED=ECO FRIENDLY LUXURY HIGH RISE,-74.007,40.7139,"$3,000 ",,10156,Apartment
10/1 Clinton Hill studio with outdoor space - A/C at Franklin,-73.953588,40.681728,"$1,995 ",101 Jefferson Ave,11216,Apartment
4 BEDROOM 2 BATHROOM BUSHWICK BEAUTY!,-73.913705,40.690847,"$3,100 ",1205 Jefferson Ave,11221,Apartment
CLINTON HILL * 1BR IN PRIME LOCATION * H/HW INC * A C S TRAINS,-73.955927,40.681562,"$1,833 ",Franklin ave,11216,Apartment
No fee ___ Spectacular 3BR / 2BA for rent __ Pre-war brownstone __,-73.954829,40.687977,"$3,850 ",Greene Av,11216,Apartment
No fee ___ Spectacular 3BR in prime location __ Brownstone __ Must see,-73.96949,40.686288,"$3,665 ",Clermont Av,11205,Apartment
No fee ___ Spectacular 2BR parlor-level __ Townhouse __ Must see,-73.956403,40.684799,"$2,799 ",Franklin Av,11216,Apartment
No fee ___ Spectacular 3BR / 2BA for rent __ Limestone building __,-73.94977,40.677652,"$2,979 ",Pacific St,11216,Apartment
2 Bedroom Apartment For Rent in Parkchester!,-73.856987,40.840138,"$2,100 ",,10462,Apartment
Efficiency for rent! You won't be disappointed!,-73.902845,40.936044,"$2,150 ",20 Water Grant St,10702,Apartment
--==Queen/King Size Bedrooms --FULL WALLS ALREADY UP -- 700SQ FT ==---,-74.00874,40.705635,"$2,197.00 ",,10005,Apartment
One Bed Room,-73.7951,40.7374,"$1,480 ",163 Street,11365,Apartment
Sunny(LARG)2BR-Ceiling Fans-French Drs-EIK-DW-WIC-Central Park-Q/4/5/6,-73.9529,40.7763,"$2,500 ",E 83 Street,10028,Apartment
Apartments in Staten Island by Atlantic Management  718-979-1400,-74.111409,40.564987,"$1,695 ",Ebbitts Street,10306,Apartment
NO FEE; By Astoria park: 3 bedroom available 10/1/20,-73.926702,40.774822,"$2,700 ",18th street,11102,Apartment
APARTMENTS AVAILABLE,-73.8495,40.8702,"$1,900 ",,10469,Apartment
"No fee! Super cool 3-bed w/ dishwasher, Central AC, laundry, roof deck",-73.908033,40.689584,"$2,198 ",Schaefer St,11221,Apartment
Unbeatable deal on a 3 BR STUNNER in PRIME Boerum Hill! No fee!,-73.991094,40.688571,"$2,999 ",Pacific St,11245,Apartment
No Broker Fee 1Br + Den Apartment in New Building,-73.983995,40.717414,"$2,795 ",Ridge,10002,Apartment
🔥 🔥___ 2 DORMITORIOS 🔥 ALL INCLUDED🔥 65PL & MAURICE AVE __🔥🔥,-73.8602,40.7278,"$1,500 ",65PL,11374,Apartment
DEAL ALERT!!! 3 bed in Bedstuy!!,-73.923288,40.688604,"$2,300 ",814 Monroe st,11221,Apartment
Gorgeous 4 Bed/1 Bath in Bushwick | No Fee,-73.906544,40.689791,"$2,299 ",decatur st,11237,Apartment
***WINTER RENTAL 3 Br with OCEAN VIEW JUST RENOVATED***,-73.69954,40.584219,"$2,500 ",Connecticut ave,11509,Apartment
🔥 🔥__3 DORMITORIOS 🔥 TRAIN J +ALL INCLUDED🔥86TH JAMAICA AVE __🔥,-73.8585,40.6913,"$1,700 ",86TH STREET,11421,Apartment
STUNNING 4BR/1.5BA In Bushwick!,-73.913946,40.689409,"$2,750 ",565 Evergreen Ave,11221,Apartment
3BR 2BATH 2FL FOR RENT $2500,-73.797853,40.688627,"$2,500 ",brinkerhoff ave,11499,Apartment
BRAND NEW 3BR 1BATH 2ND FL HOME,-73.7559,40.6645,"$2,500 ",,11413,Apartment
2 BR 1BATH FOR RENT. ALL UTILITIES INCLUDED,-73.8514,40.6838,"$1,850 ",,11416,Apartment
studio in an elevator building,-73.815722,40.718731,"$1,300 ",,11424,Apartment
Luxury Duplex 4 BR / 2 BATH Now Offering 1 Month Free,-73.928868,40.693215,"$3,500 ",Kosciuszko Street,11221,Apartment
Luxury 1 BR/1 BATH Now Offering 2 Months Free,-73.958292,40.679831,"$2,100 ",Atlantic Avenue,11238,Apartment
Luxury 1 BR / 1 BATH In Williamsburg Now Offering 1 Month Free,-73.951116,40.710957,"$2,666 ",Grand Street,11211,Apartment
Massive 2 BR / 1 BATH With Backyard Now Offering 1.5 Months Free,-73.953516,40.681383,"$2,750 ",Halsey Street,11216,Apartment
2 Beds 1 Bath Apartment in BUSKWICK NO FEE,-73.922162,40.693239,"$3,070 ",412 Evergreen av,11221,Apartment
Amazing Duplex 1 BR / 1.5 BATH Now Offering 1 Month Free,-73.923396,40.686345,"$2,062 ",Jefferson Avenue,11221,Apartment
Sundrenched 2 BR / 1 BATH Now Offering 1 Month Free,-73.927113,40.688167,"$2,200 ",Monroe Street,11221,Apartment
Luxury Building 1 BR / 1 BATH Now Offering 2 Months Free,-73.9498,40.7272,"$2,350 ",Box Street,11222,Apartment
Beautiful 1 BR / 1 BATH On Quiet Street in Gorgeous Brownstone,-73.932813,40.686763,"$1,775 ",Madison Street,11221,Apartment
Home for rent,-73.7588,40.7428,"$1,500 ",,11364,Apartment
Stunning 1 Bed Apt with Lots of Original Brownstone Features!,-73.961012,40.683339,"$2,395 ",80 Downing St,11238,Apartment
3 Bedroom | 2 Bath,-73.9545,40.7166,"$4,500 ",,11211,Apartment
Great Location! Cute 2 Bedroom in the Heart of Bedstuy! No Fee,-73.955691,40.686935,"$2,100 ",lexington,11216,Apartment
Luxury Studio on Wall St,-74.0083,40.7056,"$1,888 ",Wall St,10005,Apartment
Great Location! Bedstuy 1 Bed w/ Private Entrance! No Fee,-73.955605,40.687033,"$1,999 ",lexington,11216,Apartment
"Gravesend, 1 Bed/1 Bath Move-In Call DSJ 718 266-3700",-73.9743,40.5979,"$1,779 ",,11223,Apartment
Spacious apartment w/ prewar details,-73.909192,40.707336,"$1,900 ",Bleecker St,11237,Apartment
No Fee-1 bedroom with private terrace in new building w roofdeck & gym,-73.9903,40.694,"$3,775 ",,11241,Apartment
Richmondtown- Large 5 room apartment for rent-1900,-74.1184,40.5682,"$1,900 ",,10306,Apartment
"Ditmas Park, JUST LISTED  1 Bed DSJ Realty 718 810-2412",-73.966174,40.640431,"$2,075 ",Argyle Road,11226,Apartment
* WILLIAMSBURG *AMAZING 1BR WITH W.D & BALCONY * ELEVATOR * NO FEE,-73.95501,40.719045,"$2,999 ",NORTH 10 STREET,11211,Apartment
"No Fee! Huge 1 Bed Apt, Separate Living Room. In Brownstone Building.",-73.968716,40.689229,"$2,475 ",254 Dekalb Ave,11205,Apartment
1BR avail now east village huge and sunny - available now,-73.98026,40.730657,"$1,450 ",14th street,10009,Apartment
"Ditmas Park, 1 Bedroom in Luxury Building DSJ Realty 347 422-3099",-73.967044,40.64004,"$1,999 ",Westminster Road,11226,Apartment
Large Grand Concourse 1 Bedroom,-73.9129,40.852,"$1,500 ",,10453,Apartment
!^INSANE LOCATION^!HUGE NATURAL 1 BED!*SUNNY*^IN UNIT LAUNDRY!*NO FE!!,-73.95601,40.652314,"$1,795 ",Linden blvd,11226,Apartment
!^SMOKING HOT^!BIG UNDERPRICED 2 BED*NO FEE*TRAIN*NEAR EASTERN PKWY,-73.941694,40.674748,"$1,995 ",st marks ave,11213,Apartment
No fee+Crazy deal on a MUST SEE 4BR/2BA! Central AC dishwasher LAUNDRY,-73.943745,40.682508,"$2,998 ",Halsey St,11216,Apartment
Condo like finishes in this mesmerizing space!,-74.0135,40.7085,"$2,450 ",,10006,Apartment
"Sun drenched, open style kitchen, oversize windows!",-74.0083,40.7056,"$2,300 ",,10005,Apartment
Renovated apartments available 1& 2 bedrooms,-73.931113,40.761424,"$1,900 ",,11106,Apartment
Beautiful renovated 2 bedrooms 1 bath apartment in Prime Crown Heights,-73.9367,40.67,"$1,900 ",1111 Saint Johns Place,11213,Apartment
!^WOW^!*SMOKING HOT LOCATION!*LARGE  STUDIO*SEPERATE KITCHEN*NO FEE!!!,-73.9619,40.654871,"$1,600 ",Parkside ave,11226,Apartment
!^WOW^!*SMOKING HOT LOCATION!*2 BEDROOM*NO FEE!!!*PROSPECT PARK!*!WOW!,-73.9619,40.654871,"$1,995 ",Ocean ave,11226,Apartment
SUPER MINT STUDIO + PETS OK + LAUNDY + BACKYARD,-73.9149,40.7627,"$1,650 ",,11103,Apartment
SM.PET OK*SPACIOUS*SEPARATE ENTRANCE*PARKING*LAUNDRY*DISHWASHER*,-73.776823,41.018575,"$1,595 ",West post rd,10606,Apartment
1 bedroom 1 bath fully renovated Bayridge,-74.034894,40.615376,"$1,500 ",Marine Ave,11209,Apartment
apartamento 2 cuartos,-73.8585,40.6913,"$2,000 ",85,11421,Apartment
Large 1 bedroom Caryl ave Yonkers NY,-73.897165,40.919365,"$1,500 ",,10705,Apartment
"BEAUTIFUL, MODERN 1BR Duplex in the UWS: $2350",-73.975513,40.787003,"$2,350 ",85th,10024,Apartment
3 cuartso,-73.970762,40.69784,"$2,100 ",148,11251,Apartment
No Fee* Renovated Sunny 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,"$1,814.00 ",25-21 31ST AVE.,11102,Apartment
"2 bed, 2 bath, East Village Apt!",-73.98979,40.723841,"$3,200 ",47 E 1st Street,10002,Apartment
"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",-73.5435,41.0888,"$2,399 ",,6905,Apartment
Renovated 2 Bedroom in Northern Crown Heights,-73.944082,40.677611,"$1,999 ",55 Brooklyn Avenue,11216,Apartment
