Lng,Lat,name,cuisine,street,phone
-73.8961975,40.7008167975452,Chiquita's,dominican,Myrtle Avenue,+1-718-386-0500
-73.94782190000001,40.7819228975452,Chochin,japanese,East 93rd Street,+1-212-426-1216
-73.9864698,40.75033049754521,Cho Dang Gol,korean,West 35th Street,12126958222
-73.91407029999999,40.701035897545204,Cholula Deli Corporation,mexican,Wyckoff Avenue,+1-718-417-0941
-73.9912282,40.7432568975452,Chop Shop II,asian,West 24th Street,+1 646 964 5672
-73.9834983,40.7238098975452,Chou Chou,morrocan,East 4th Street,(646) 869-1423
-73.2412449,40.715829797545204,Chowdar Bar,Seafood,Maple Avenue,(631) 665-9859
-73.98612790000001,40.7436388975452,Choza Tacqueria,mexican,Madison Avenue,+1-212-213-0708
-73.9861832,40.7436333975452,Chozo Taquería,mexican,Madison Avenue,+1-212-213-0708
-73.9849303,40.719127797545205,Cibao Restaurant,latin_american,Clinton Street,+1-212-228-0703
-73.769964,40.761877997545206,Cinco de Mayo,mexican,Bell Boulevard,7182240330
-73.94662059999999,40.780317597545206,Citi Thai,thai,1st Avenue,+1 212-722-7788
-73.96341070000001,40.67682649754521,Citrico,mexican,Washington Avenue,+1-347-955-4519
-73.9747614,40.79107059754521,City Diner,diner,Broadway,+1-212-877-2720
-73.88573459999999,40.8573556975452,Clinton Hall,burger,East 189th Street,+1-718-220-6400
-73.9847324,40.750048197545205,Clinton Hall 36,new_american,West 36th Street ,+1-212-695-0036
-73.9980862,40.757196797545205,Clyde Frazier's Wine & Dine,american,10th Avenue,+1-212-842-1110
-74.0036755,40.7429413975452,CoBa,vietnamese,9th Avenue,212-414-2700
-74.0012052,40.687821197545205,Cobble Hook,chicken,Columbia Street,+1 718 797-4120
-74.47524820000001,42.68213879754521,Cobleskill Diner,american;breakfast;coffee_shop;diner;pancake,Granite Drive,5182347111
-73.9959215,40.7266858975452,Coco & Cru,australian;burger;sandwich,Broadway,+1-212-614-3170
-73.8988203,40.709880397545206,Coco Lin's Restaurant,chinese,Fresh Pond Road,+1-718-417-5897
-73.9951145,40.720813097545204,Cocoron,japanese,Kenmare Street,+12129660800
-73.9958386,40.690816397545206,Colonie,american,Atlantic Avenue,+1 (718) 855-7500
-76.49866440000001,42.4370559975452,Coltivare,chicken;vegan;burger;grill;seafood;fish;breakfast;american;vegetarian;fine_dining;local;coffee_shop,South Cayuga Street,607.882.2333
-73.98476190000001,40.67127219754521,Columbia in Park Slope,colombian,5th Avenue,+1 718 369 2020
-73.9657478,40.8059410975452,Community Food & Juice,american,Broadway,+1 212 665 2800
-73.9903472,40.718715597545206,Congee Village,chinese,Allen Street,2129411818
-73.98917370000001,40.719915797545205,Contra,american,Orchard Street,(212) 466-4633
-73.928987,40.75636939754521,Copacabana,brazilian,36th Avenue,+1 718 545-3685
-73.9886581,40.719737097545206,Copper Throat,thai,Ludlow Street,+1-917-261-7891
-73.8950499,40.700911397545205,Corato II Pizza,pizza,Myrtle Avenue,+1-718-381-5656
-73.9931722,40.735049997545204,Corkbuzz,american,East 13th Street,+1 646 873 6071
-77.060974,42.1506920975452,Corning Class,chinese,Bridge Street,+1 607 936 0570
-73.9883884,40.7395503975452,Cosme,mexican,East 21st Street,+1-212-913-9659
-73.9577,40.82178979754521,Covo Trattoria Pizzeria,italian,West 135th Street,(212) 234-9573
-74.00053390000001,40.7082323975452,Cowgirl Seahorse,southwestern;_american,Front Street,+12126087873
-73.90782800000001,40.70007609754521,Coyote Bohemio,coffee;mexican,Myrtle Avenue,+1-718-386-8616
-75.2273301,43.1013624975452,Craylee's,breakfast;lunch;diner;sandwiches,Bleecker Street,+1-315-507-4713
-74.0006325,40.729594297545205,Creperie,crepe,MacDougal Street,212-253-6705
-76.49318690000001,42.539155197545206,Crossroads Bar and Grill,american,North Triphammer Road,(607) 533-7803
-73.70312390000001,40.6369640975452,Cucina di Vargas,italian,Franklin Avenue,+1-516-596-7260
-73.9236094,40.740063297545206,Curry Point,indian,Greenpoint Avenue,1.718.786.9500
-75.0943046,42.454915097545204,Dairy Queen,ice_cream,Chestnut Street,+1 607 432 8142
-73.99876429999999,40.745607297545206,Dalas BBQ,barbecue,8th Avenue,+1-212.462.0001
-73.96003320000001,40.77011679754521,Dallas BBQ,barbecue,3rd Avenue,+1 212-772-9393
-73.9404606,40.839582197545205,Dallas BBQ,barbecue,Broadway,+1-212-568-3700
-74.0048891,40.718503297545205,Da Mikele,italian,Church Street,+1-212-925-8800
-73.96757109999999,40.7667776975452,Daniel,french,East 65th street,+1-212-288-0033
-73.9880841,40.75927149754521,Daniela Trattoria,italian,8th Avenue,+1-212-869-3585
-73.8305368,40.708938497545205,Dani's House of Pizza,pizza,Lefferts Boulevard,718 846 2849
-73.7534103,41.348495097545204,Dante's Trattoria,italian,United States Route 6,+1-845-621-9654
-73.6906797,42.7232534975452,De Fazio's Pizzeria,pizza,4th Street,+1-518-271-1111
-73.94439659999999,40.787625397545206,Delicious Chinese Food Inc,chinese,2nd Avenue,+1-212-996-6931
-73.89676379999999,40.700371497545206,Delicious Wok,chinese,Summerfield Street,(718) 366-8882
-73.8966313,40.7062749975452,Delight Diner and Donuts,american;burger;salad;wrap;soup;donut;sandwich,Fresh Pond Road,+1-718-628-4708
-73.94885079999999,40.781513397545204,Delizia 92,italian,2nd Avenue,+1 212-996-3720
-73.9899817,40.752520997545204,Delmonico's Kitchen,steak,West 36th Street,+1-212-695-5220
-74.0075595,40.7434562975452,Del Posto,italian,10th Avenue,+1-212-497-8090
-73.97565870000001,40.686631897545205,Deniz,turkish;brunch,Fulton Street,+1-718-852-6503
-73.9217886,40.70571129754521,Desi Grill,indian,Wyckoff Avenue,+1-718-381-9777
-73.79207790000001,40.710884797545205,DhanShiri,chinese;indian,Hillside Avenue,+1-718-725-0001
-73.9614948,40.625047097545206,Di Fara Pizza,pizza,Avenue J,+1 718 258-1367
-73.9882554,40.7407968975452,Dig Inn Seasonal Market,american,East 23rd Street,+1-212-253-6174
-74.0024036,40.7446425975452,Dil e Punjab Deli,indian,9th Avenue,+1 212-647-9428
-73.9915292,40.714959197545205,Dimes,american,Canal Street,+1-212-925-1300
-73.9655977,40.7106766975452,Diner,american,Broadway,+1-718-486-3077
-76.15467790000001,43.0525611975452,Dinosaur BBQ,american,West Willow Street,315 476 4937
-73.9608188,40.818144997545204,Dinosaur BBQ,barbecue,West 125th Street,+1 212 694-1777
-77.0520185,42.14292069754521,Dippity Do Dahs,ice_cream,East Market Street,607-542-9416
-74.0063291,40.71889689754521,Distilled,american;coffee,West Broadway,+1-646-809-9490
-73.9589895,40.718388297545204,Diviera Drive,italian,Berry Street,+1 347 987 4302
-74.00907959999999,40.708996297545205,Diwanekhaas,indian,Nassau Street,+1 212-571-7676
-73.9144979,40.7012212975452,D' Montazo,spanish;coffee;burger;chicken;sandwich,Wyckoff Avenue,+1-718-497-3978
-74.135705,40.5611785975452,Domenico’s Pizzeria,pizza,Amboy Road,+1-718-351-2100
-73.8889188,40.8542838975452,Dominick's,italian,Arthur Avenue,+1 718 733-2807
-74.620526,42.147500797545206,Donatello's Pizza,pizza;italian,State Highway 28,+1-845-586-2552
-73.9755303,40.6810993975452,Don Chingon,mexican,Flatbush Avenue,+1 718 576 3521
-73.676641,40.658785597545204,Don Giovanni Pizzeria,pizza,Merrick Road,(516) 593-1409
-73.9523756,40.775692197545204,Donguri,japanese,East 83rd Street,+1-212-737-5656
-73.952601,40.776398097545204,Dorrian's Red Hand,american,2nd Avenue,+1-212-772-6660
-76.0661135,43.035366397545204,Dosa Grill,indian,East Genesee Street,315 445 5555
-73.8167712,40.752528897545204,Dosa Hutt,indian,Bowne Street,+1-718-961-6228
-73.9704163,40.75587269754521,Dos Caminos,mexican,3rd Avenue,+12123365400
-73.9846255,40.742267997545206,Dos Caminos,mexican,Park Avenue South,212.294.1000
-73.999973,40.7266786975452,Dos Caminos,mexican,West Broadway,+1-212-277-4300
-73.8938111,40.7007006975452,Double,chinese,Myrtle Avenue,+1-718-326-3661
-74.0003816,40.6131093975452,Double Delight,chinese,17th Avenue,+1-718-331-5880
-73.98972020000001,40.7261117975452,Double Zero,pizza,2nd Avenue,+1-212-777-1608
-73.946623,40.7892557975452,Dreamer’s Pizza,pizza,3rd Avenue,+1 212-987-5414
-73.9130974,40.7134435975452,Drunken Fish Sushi and Lounge,sushi,Metropolitan Avenue,+1-718-821-1283
-73.9207083,40.705380397545206,D'Santos,mexican,Wyckoff Avenue,+1-347-378-2740
-73.9904706,40.600127797545206,Duck Wong Restaurant,chinese,86th Street,+1-718-483-9687
-77.62876429999999,43.1033774975452,Duff's Famous Wings,wings,West Henrietta Road,+1 (585) 491-7272
-73.9768932,40.7478305975452,Duke's,southern,3rd Avenue,+1 212-949-5400
-73.98689,40.701627597545205,Dumbo Kitchen,coffee; sandwich,Jay Street,+1-718-797-1695
-73.91216159999999,40.713421497545205,East Coast Burger,american;burger,Metropolitan Avenue,+1-718-451-8020
-73.92940970000001,40.756285397545206,East Garden,chinese,36th Avenue,+1-718-729-1188
-73.93338790000001,40.61918579754521,East Garden,Chinese;Thai,Flatbush Avenue,7182523822
-73.84357609999999,40.952407697545205,East Harbor Seafood Restaurant,seafood,Central Park Ave,+1-914-961-0100
-73.9898967,40.741838097545205,Eataly,italian,5th Avenue,+1 (212) 229-2560
-73.8972642,40.707560197545206,E-Chiban,sushi,Fresh Pond Road,+1-718-386-8333
-73.9788478,40.723890397545205,Edi and the Wolf,austrian,Avenue C,2125981040
-73.95976259999999,40.7704393975452,EJ's Luncheonette,diner,3rd Avenue,+1 212-472-0600
-73.93704509999999,42.78917719754521,E.K.'s Cibo,italian,Chrisler Avenue,(518) 952-4210
-73.9052543,40.71299479754521,El Alto,mexican,Metropolitan Avenue,+1-718-456-1044
-73.88153309999998,40.7561160975452,El Anzuelo Fino,peruvian;seafood,Northern Boulevard,+1-718-846-0909
-73.9811182,40.7291288975452,El Camion Cantina,mexican,Avenue A,+1-212-533-5436
-73.9932341,40.7336295975452,El Cantinero,mexican,University Place,+1 212-255-9378
-73.9232481,40.6994511975452,El Castillo,mexican,Wilson Avenue,+1-917-460-0271
-73.9430902,40.7940663975452,El Chevere Cuchifritos,caribbean,3rd Avenue,+1 212-427-3952
-73.9871904,40.7415982975452,Eleven Madison Park,french;american,Madison Avenue,+1 212.889.0905
-73.9089122,40.7018784975452,El Fogon Costeno,latin_american,Palmetto Street,(718) 456-2555
-73.8680321,40.742016197545205,El Guachito,Argentinian,Corona Avenue,+1-718-271-8198
-73.9254602,40.700777697545206,El Kucho,mexican,Wilson Avenue,+1-917-966-5124
-74.0041433,40.705841897545206,El Luchador Taqueria,mexican,South Street,+1 646-398-7499
-73.8836169,40.755593297545204,El Maguey,mexican,Northern Boulevard,+1-929-522-0562
-73.87964140000001,40.828398297545206,El Molcajete,mexican,Westchester Avenue,+1-917-688-1433
-73.9077575,40.700074097545205,El Montañero,coffee;colombian,Myrtle Avenue,+1-718-366-0400
-73.91556259999999,40.8694438975452,El Nuevo Sabor,dominican,10th Avenue,+1-212-567-1515
-73.9823074,40.658429397545206,Elora's,mexican,Prospect Park West,+1-718-788-6190
-73.94529849999999,40.7952819975452,El Paso,mexican,East 110th Street,+1-212-831-9831
-73.9527035,40.787368697545205,El Paso Taqueria,mexican,East 97th Street,+1 212-996-1739
-73.9096051,40.69603519754521,El Pilon,latin_american;coffee,Cornelia Street,+1-718-628-4241
-73.8783303,40.756134497545204,El Pollo Inka,peruvian,Northern Boulevard,+1-718-505-2822
-73.97684609999999,40.7479138975452,El Rio Grande,mexican,East 38th Street,+1 212-867-0922
-73.91049740000001,40.7043021975452,El Sabor del Austro,latin_american,Seneca Avenue,+1-718-417-6100
-73.99165620000001,40.754075197545205,El Sabroso,latin_american;ecuadorian,West 37th Street,+1-212-284-1118
-73.9459088,40.80108589754521,El San Juan Restaurant,seafood;soul,5th Avenue,+1-646-373-3690
-73.9246127,40.700221197545204,El Sol De Cholula,mexican,Wilson Avenue,+1-917-340-3901
-73.9857877,40.6691290975452,El Viejo Yayo 2,latin_american,9th Street,+1-718-965-7299
-77.66938809999999,42.8212159975452,Ember Woodfire Grill,regional,Livonia Station,(585) 346-0222
-73.9068011,40.6900924975452,Empire,chinese; mexican; burrito; enchilada; tex-mex,Wilson Avenue,+1-718-455-2161
-76.07341159999999,43.055544297545204,Empire Buffet,chinese,Erie Boulevard East,315 251 1888
-73.94639140000001,40.8004366975452,Empire Corner 2,chinese,5th Avenue,+1 212-410-5756
-74.0042834,40.7472053975452,Empire Diner,diner,10th Avenue,+1 212-335-2277
-73.925038,40.672161597545205,Empire Kitchen,chinese,Park Place,+1-718-953-3532
-73.9146459,40.69902419754521,Empire Slice Pizza,pizza,Irving Avenue,+1-347-404-7945
-73.9695337,40.797270297545204,Empire Szechuan,chinese,Broadway,+1 212 663 6004
-73.97989079999999,40.7565246975452,Emporium Brasil Restaurant,brazilian,West 46th Street,+1 (212) 764-4646
-74.077292,40.641996897545205,Enoteca Maria,italian,Hyatt Street,+1 718 447-2777
-73.92130920000001,40.763151797545206,Enthaice,thai,31st Avenue,(718) 932-1111
-73.8888678,40.85439139754521,Enzo's,italian,Arthur Avenue,+1 718 733-4455
-73.9113797,40.7048250975452,Estrella Del Mar,seafood;latin_american,Seneca Avenue,+1-718-456-7496
-73.8966302,40.7054099975452,Etno,sandwich,Fresh Pond Road,+1-917-909-1099
-73.94386740000002,40.6838511975452,Eugene & Co.,american,Tompkins Avenue,+1-718-443-2223
-77.0510984,42.142930797545205,Evergreen Express,chinese,East Market Street,+1 607 932 1017
-73.9069318,40.696990797545205,Everyday,chinese,Wyckoff Avenue,+1-718-381-8899
-73.8988753,40.7003912975452,Fajitas Sunrise,mexican,Myrtle Avenue,(718) 418-0967
-73.96007970000001,40.655841697545206,Family Pizza,pizza,Flatbush Avenue,(718) 462-0639
-73.70973790000001,40.657813997545205,Family Pizzaria Restaurant,pizza,Mill Road,+1-516-374-1862
-73.99936729999999,40.711924497545205,Famous Calabria Pizza,pizza,Saint James Place,+12122330009
-74.00141020000001,40.746028697545206,Famous Original Ray's Pizza,pizza,9th Avenue,+1-212-243-1129
-73.9673426,40.763759197545205,Farinella,italian,Lexington Avenue,+1 212-256-1872
-73.9229012,40.70744839754521,Faro,italian,Jefferson Street,+1-718-381-8201
-73.975323,40.674897097545205,Faros,greek,7th Avenue,+1-718-623-2767
-73.91037320000001,40.6944277975452,Fazio's,pizza,Knickerbocker Avenue,+1-347-529-3222
-73.9844183,40.725083997545205,Feima,chinese,Avenue A,+1-212-673-3300
-73.9948732,40.713826397545205,Fei Tenc Seafood,seafood,Market Street,(212) 274-8659
-74.00185479999999,40.6841850975452,Ferdinando's Focacceria,italian,Union Street,+1 718-855-1545
-73.9505144,42.7933076975452,Ferrari's Ristorante,italian,Congress Street,518-382-8865
-77.05105909999999,42.142701597545205,Fiesta Brava Mexican Restaurant,mexican,East Market Street,607-936-4400
-74.00695870000001,40.74058569754521,Fig & Olive,fine_dining,West 13th Street,+1-212-924-1200
-74.0083252,40.70533069754521,Fino Ristorante Italiano,italian,Beaver Street,+12128251924
-74.0000832,40.728764997545206,Fiore's Pizza,pizza,Bleecker Street,+1-212-982-8663
-74.0305288,40.6179668975452,First Oasis Restaurant,middle_eastern,4th Avenue,+1-718-238-4505
-73.94755500000001,40.783257297545205,Five Luck,chinese,2nd Avenue,+1 212-831-4477;+1 212-722-4468
-73.99115379999999,40.7600931975452,Five Napkin Burger,burger,9th Avenue,+1 212 757 2277
-73.8756873,41.994737797545206,Flatiron,american,South Broadway,(845) 758-8260
-73.9883122,40.7408235975452,Flats Fix,mexican,East 23rd Street,+1-212-353-2400
-73.9564615,40.7763905975452,Flex Mussels,seafood,East 82nd Street,212-717-7772
-74.0065506,40.7340610975452,Flip Sigi,filipino; burrito; tacos; sandwich,Hudson Street,+1-833-354-7744
-73.9845425,40.663585897545204,Fonda,mexican,7th Avenue,+1 718 369-3144
-73.9940837,40.7117283975452,Food King,chinese,Market Street,(212) 233-2433
-73.9490739,40.711499597545206,Forcella,italian,Lorimer Street,(718) 388-8820
-73.6158993,40.8740532975452,Forest Ave Grill,american,Forest Avenue,(516) 277 2360
-73.9015916,40.7043325975452,Forest Steakhouse Bar,steak,Forest Avenue,+1-347-608-5313
-73.9914009,40.7145624975452,Forgtmenot,mediterranean,Division Street,(646) 707-3195
-73.93233029999999,40.703138597545205,Forrest Point,american,Flushing Avenue,+1-718-366-2742
-74.0313613,40.615972297545206,Fort Hamilton Diner,diner,4th Avenue,+1-718-238-5151
-73.98070229999999,40.775134097545205,Francesco's Pizza,pizza,Columbus Circle,+1-212-721-0066
-73.46151390000001,40.82891939754521,Frank's Gourmet Pizza & Restaurant,italian,Woodbury Road,+1 516 692 5626
-74.06272009999999,41.52254469754521,Frank’s Pizza,italian_pizza,South Plank Road,(845) 562-1500
-73.93300390000002,40.768489697545206,Fresco's Cantina,mexican,31st Avenue,+1-347-808-7338
-73.89648829999999,40.70520719754521,Fresh Pond Mexican Restaurant and Corner Coffee Shop,mexican;coffee;breakfast;american,Fresh Pond Road,(718) 366-1595
-73.83448670000001,40.707043797545204,Fresh Tortillas,mexican,Metropolitan Avenue,+17188507766
-73.9994973,40.727703897545204,Freud NYC,austrian,Laguardia Place,+1-212-777-0327
-73.9984356,40.755261497545206,Friedman`s,american,10th Avenue,+12122681100
-74.0088819,40.709187197545205,Friendly Gourmet Pizza,italian,Nassau Street,+1 212-791-1800
-73.9894328,40.70244619754521,Front Street Pizza,pizza,Front Street,7188753700
-73.9536306,40.6827452975452,Fuji Sushi Bedford,japanese;thai,Bedford Avenue,+1 347 985 1197
-76.11848020000001,43.08125299754521,Fusion Diner & Cakery,coffee_shop;diner;french;spanish;international;italian_pizza;mexican;regional;crepe;curry;breakfast;deli;friture;burger;ice_cream;pasta;hotdog;pizza;chicken;sausage;sandwich;noodles;cake;pancake;savory_pancakes;tea;tapas;local;bagel,Court Street,3152185547
-73.98332590000001,40.688904197545206,Ganso,ramen,Bond Street,+1 (718) 403-0900
-73.9878356,40.7478213975452,Gaonnuri,korean,Broadway,+1 212-971-9045
-73.9074043,40.703338697545206,Garam Masala,indian,Palmetto Street,+1-347-799-2071
-74.11848990000001,42.04126269754521,Garden Cafe,vegetarian;vegan;juice,Old Forge Road,+1 845 679 3600
-73.97635109999999,40.7810633975452,Gari Columbus,japanese,Columbus Avenue,+1-212-362-4816
-73.9021872,40.704997797545204,Garlic to the Chicken,korean,Forest Avenue,+1-347-689-2670
-73.9518105,40.8240742975452,Geisha Sushi,sushi;japanese,Broadway,(212) 862-7800
-73.97566640000001,40.745407797545205,Gemini Diner,diner,2nd Avenue,+1 212-532-2143
-73.9635646,40.677623397545204,Gen,japanese,Washington Avenue,+1-718-398-3550
-73.9718511,40.7916482975452,Gennaro,italian,Amsterdam Avenue,+1 212-665-5348
-73.9369872,40.850363697545205,George's Pizza,pizza,West 181st Street,+1-212-568-6891
-73.9815825,40.679140997545204,Ghenet,ethiopian,Douglass Street,+1 718 230 4475
-77.600285,43.209433997545204,Gigi's Italian Kitchen & Catering,italian,Hudson Avenue,+1 585 544 5440
-73.8132999,40.675695997545205,Gina's Pizza Pasta Cafe & Latin Cuisine,pizza,Rockaway Boulevard,718-848-3300
-73.82982,40.851855797545205,Giovanni,italian,Westchester Avenue,+1-718-892-4340
-76.42181629999999,42.713307697545204,Giuseppe's Pizzeria,pizza,Main Street,315 497 2222
-73.9905912,40.660401697545204,Giuseppina’s,pizza,6th Avenue,+1-718-499-5052
-73.94597759999999,40.7818756975452,G & J's Pizzeria,pizza,1st Avenue,+1 212-534-3173
-74.0265752,40.634016497545204,Glow Thai,thai,3rd Avenue,(718) 748-1920
-73.99919150000001,40.728018297545205,GMT Tavern,british;coffee,Bleecker Street,+1-646-863-3776
-73.957853,40.815484997545205,Go! Go! Curry!,japanese,West 125th Street,+1-646-833-7143
-73.9906058,40.754447197545204,Go!Go! Curry,japanese,West 38th Street,+1 212 730-5555
-73.78279470000001,40.712736897545206,Golden Chicken Restaurant,chicken,Hillside Avenue,718-206-4669;718-206-4667
-73.9844516,40.692403797545204,GOLDEN FRIED DUMPLING,chinese,Duffield Street,7185522838
-73.9080513,40.695574797545206,Golden Thai,thai,Irving Avenue,(917) 966-1203
-73.9970903,40.7136218975452,Golden Unicorn,chinese,East Broadway,+1 212 941 0911
-73.9116484,40.69516759754521,Good Chinese,chinese,Knickerbocker Avenue,+1-718-366-7829
-76.09561629999999,43.069536897545206,Goodie's Mediterranean Grill & Cuisine,mediterranean,James Street,+1-315-433-1003
-73.8258352,40.7514791975452,Good Taste 666,chinese,Main Street,+1-718-886-3332
-73.94071679999999,40.7512912975452,Gordo's Cantina,mexican,Queens Plaza North,+1 646 828 6758
-73.8177281,40.765174097545206,Gossip House,korean,Northern Boulevard,+1 718 358-6262
-74.0004381,40.7357734975452,Gottino Enoteca Salumeria,italian,Greenwich Avenue,+1 212-633-2590
-74.00048659999999,40.731332697545206,Go Zen,asian; burger; soup; ramen,West 4th Street,+1-212-260-7130
-73.8807907,40.7020767975452,Grace Pizzeria,pizza;italian,Myrtle Avenue,+1-718-417-6018
-73.9516051,40.7734398975452,Gracie Mews Diner,diner,1st Avenue,+1 646-394-9490
-73.95163149999999,40.7776431975452,Gracies on 2nd Diner,diner,East 86th Street,+1 212-879-9425
-73.8291153,40.75967339754521,Grand,tea;wine;small_plates;dessert,Main Street,718-321-8258
-73.9262778,40.684711097545204,Grandchamps,haitian,Patchen Avenue,718-484-4880
-74.000974,40.7473500975452,Grand Sichuan,chinese,9th Avenue ,+1 212-620-5200
-73.79081,42.67880619754521,Grappa'72 Ristorante,italian,Central Avenue,518-482-7200
-73.45692729999999,40.871126497545205,Grasso's,american,West Main Street,+1 631 367 6060
-73.93850259999999,40.8508316975452,Great Wall Chinese Restaurant,chinese,West 181st Street,(212) 795-9373
-73.9074378,40.887522997545204,Greek Express,greek,Riverdale Avenue,+1 718 601-4976
-73.75866629999999,40.733551297545205,Greek Family Kitchen,Greek,Union Turnpike,7184701700
-76.06517070000001,42.095948697545204,Greek Key,greek,Nanticoke Avenue,(607) 239-5667
-73.92498420000001,40.7689855975452,Green Apple Delight,juice;frozen_yogurt,Crescent Street,+1 (718) 777-7731
-73.95470329999999,40.78095369754521,Green Cafe,diner,Lexington Avenue,+1-212-289-9100
-73.953936,40.77101189754521,Green Kitchen Restaurant,diner,1st Avenue,+1 212-988-4163
-73.9057887,40.70872219754521,Grimaldi's Bakery,bakery;dessert;pastry;coffee,Menahan Street,(718) 497-1425
-73.8532661,40.853030997545204,G&R Italian Deli,deli;italian,Williamsbridge Road,718931450
-73.93087109999999,40.8535476975452,Grito,mexican,Saint Nicholas Avenue,2127950700
-78.6972637,43.01846549754521,Grovers Bar & Grill,burger,Transit Road,716-636-1803 ‎
-73.9165505,40.869651397545205,Guacamole Taqueria,mexican,Broadway,+1-646-964-4481
-73.9108564,40.704535897545206,Guadalajara De Dia 2,mexican;burrito;tacos;nachos;burger,Seneca Avenue,+1-718-456-3698
-73.9350057,40.796852597545204,Guajillo,mexican,1st Avenue,+1 646-912-9971
-73.95670190000001,40.675225997545205,Gueros,mexican,Prospect Place,+1 718 230 4941
-73.6397131,40.643952197545204,Gyro Bar,greek,Long Beach Road,+1-516-766-9016
-73.86945250000001,40.7242179975452,Gyro Grill,Mediterranean;Greek,Woodhaven Boulevard,+1-718-779-0900
-73.89711070000001,40.7072478975452,Gyro World,gyro;burger;pizza,Fresh Pond Road,+1-718-428-3800
-73.82994190000001,40.75810169754521,Gyu-Kaku Japanese BBQ,japanese;bbq,Main Street,(347) 542-3653
-73.9829869,40.669398197545206,Haab Taqueria,mexican,6th Avenue,+1-718-369-0849
-73.98113559999999,40.675173697545205,Haenyeo,korean,5th Avenue,+1-347-294-4159
-73.996628,40.612959397545204,Halal Xpress Asian Fusion,fusion;asian;halal,18th Avenue,+1-718-416-9090
-73.9912505,40.737642797545206,Hale and Hearty Soups,soup,East 17th Street,+1 212 675 6611
-72.1409993,40.9741765975452,Hampton Chutney Co,indian,Amagansett Square,6312673131
-73.8812247,41.982021597545206,Hana Sushi,sushi,South Broadway,(845) 758-4333
-73.9941732,40.6149723975452,Hand Pull Noodle & Dumplings House,chinese,18th Avenue,+1-718-232-6191
-73.9906047,40.7443525975452,Hanjan,korean,West 26th Street,2122067226
-73.9790008,40.6702295975452,Hanki,korean,7th Avenue,+1 718 768 3555
-73.82649,40.760118397545206,Hao Shi Lai,tea;milk_tea,Union Street,(929) 335-7777
-73.9235255,40.699291597545205,Happy Garden,chinese,Wilson Avenue,+1-718-602-3800
-73.99549,40.713747997545205,Happy Garden Palace,chinese,East Broadway,(212) 925-9888
-73.4618935,40.86623929754521,Harbor Mist Restaurant,seafood,Harbor Road,+1 631 659 3888
-73.9773072,40.784191697545204,Haru Sushi,japanese,Amsterdam Avenue,+1-212-579-5655
-73.9860285,40.7329787975452,Hawkers,asian,East 14th Street,(212) 982-1688
-73.6193202,40.874865797545205,Hazuki Japanese Fusion,japanese,Forest Avenue,+1 (516) 609-2828
-73.9518046,40.777462897545206,Heidelberg Restaurant,german,2nd Avenue,+1 212-628-2332
-73.99430190000001,40.75665949754521,Hell's Kitchen,mediterranean,9th Avenue,2129474208
-73.9920753,40.699677697545205,Henry's End,american,Henry Street,+1 718 834-1776
-73.9681752,40.75617179754521,Hide-Chan Ramen,japanese,East 52nd Street,+1 212-813-1800
-73.97711109999999,40.7434898975452,Hill and Bay,american;breakfast,2nd Avenue,+1-212-245-5554
-73.96197590000001,40.6827646975452,Hill Cafe,french;american;brunch,Putnam Ave,718-230-3471
-73.99043259999999,40.744273697545204,Hill Country Barbecue Market,barbecue,West 26th Street,(212) 255-4544
-73.99050809999999,40.719573397545204,Hill & Dale,american,Allen Street,(212) 420-1115
-73.98236899999999,40.665719597545205,Hillside,american,7th Avenue,+1-718-499-0060
-73.70941459999999,40.73724649754521,Hillside Dosa Hut,indian;south_indian,Hillside Avenue,+1-718-414-4780
-77.79169909999999,43.2885613975452,Hilton Family Diner,diner;american;coffee_shop;breakfast,Hovey Street,15853924700
-77.7917983,43.289079797545206,Hilton Family Restaurant,american;breakfast;coffee_shop;diner,Hovey Street,15853924700
-73.4599012,40.8287322975452,Hoi Won Chinese Take Out,chinese,Woodbury Road,+1 516 367 8200
-73.99562309999999,40.7387142975452,Hollywood Diner,diner,6th Avenue,+1 212-691-8465
-77.0566329,42.1437032975452,Holmes' Plate 54,burger,West Market Street,+1 607 377 5500
-73.9170974,40.68321019754521,Ho May Chinese Restaurant,chinese,Decatur Street,+1-718-443-4282
-73.9803279,40.743088697545204,Home Base,american;asian;brunch,3rd Avenue,+1-212-481-1712
-74.0161261,40.67492639754521,Hometown Bar-B-Que,bbq,Van Brunt Street,+1 347 294 4644
-73.90498670000001,40.710937797545206,Hong Kong Restaurant,chinese;cantonese;szechuan,Forest Avenue,+1-718-628-0888
-73.67614559999998,42.722306597545206,Hoosick Pizza,pizza,Congress Street,518-272-5555
-73.98905409999999,40.718416497545206,Hotel Chantelle,american,Ludlow Street,+1-212-254-9100
-73.9854277,40.7323792975452,Hotel Tortuga,mexican; burrito; enchilada; nachos,East 14th Street,+1-212-228-1884
-73.9391666,40.826923097545205,Hot Pot Under De Tree,jamaican,Frederick Douglas Boulevard,+1-212-234-3505
-73.902251,40.694190897545205,Houdini Kitchen Laboratory,pizza;coffee;pasta,Decatur Street,+1-718-456-3770
-73.8951913,40.7030233975452,House Of Gyro & Shawarma,mediterranean; coffee; gyro; sandwich,Fresh Pond Road,+1-347-844-9183
-73.8862622,40.85762789754521,Howl at the Moon,pasta; nachos; wings,East 189th Street,+1-718-561-7694
